Accession	Organism_Name	Species	Pangolin	PangoVersions	Genotype	Isolate	Length	Nuc_Completeness	Geo_Location	Country	Host	Organization	Org_location	Collection_Date	Molecule_type
OM533381	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_773	29788	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-09	ssRNA(+)
OM533382	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_774	29803	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-09	ssRNA(+)
OM533383	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_776	29763	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-09	ssRNA(+)
OM533384	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_772	29779	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-09	ssRNA(+)
OM533385	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_777	29789	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-10	ssRNA(+)
OM533386	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.18	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_780	29779	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-10	ssRNA(+)
OM533387	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_782	29785	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-10	ssRNA(+)
OM533388	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_775	29802	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-11	ssRNA(+)
OM533389	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_781	29765	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-11	ssRNA(+)
OM533391	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_783	29803	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-14	ssRNA(+)
OM533392	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_789	29745	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-14	ssRNA(+)
OM533393	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_787	29779	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-14	ssRNA(+)
OM533394	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_788	29780	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-14	ssRNA(+)
OM533395	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_784	29635	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-14	ssRNA(+)
OM533396	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_786	29765	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-14	ssRNA(+)
OM533397	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_785	29780	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-14	ssRNA(+)
OM533398	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_791	29787	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-14	ssRNA(+)
OM533399	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_792	29781	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-14	ssRNA(+)
OM533400	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_790	29763	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-14	ssRNA(+)
OM533401	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_793	29769	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-14	ssRNA(+)
OM533402	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_813	29788	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533403	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_797	29779	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533404	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_804	29780	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533405	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.17	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_812	29780	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533406	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_802	29782	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533407	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_799	29494	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533408	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.17.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_810	29779	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533409	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_806	29788	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533410	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_800	29781	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533411	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_803	29802	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533412	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.1.529	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_814	29756	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533413	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_808	29778	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533414	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.17	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_811	29783	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533415	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_807	29782	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533416	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_805	29777	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533417	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_798	29779	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533418	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_796	29783	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533419	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_816	29781	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533420	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_809	29789	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533421	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.17.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_801	29782	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533423	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_842	29506	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-10	ssRNA(+)
OM533424	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_843	29806	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-10	ssRNA(+)
OM533425	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_846	29798	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-10	ssRNA(+)
OM533426	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.1.529	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_848	29789	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-10	ssRNA(+)
OM533427	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.39.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_845	29791	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-10	ssRNA(+)
OM533428	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_854	29349	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533429	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_857	29521	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-12	ssRNA(+)
OM533430	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_860	29648	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-15	ssRNA(+)
OM533431	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.1.529	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_863	29791	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-15	ssRNA(+)
OM533432	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_861	29800	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-15	ssRNA(+)
OM533433	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_862	29626	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-15	ssRNA(+)
OM533434	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.617.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_858	29414	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-15	ssRNA(+)
OM533435	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.18	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_916	29783	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-24	ssRNA(+)
OM533436	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.18	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_915	29795	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-24	ssRNA(+)
OM533437	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	B.1.1.529	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_921	29809	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-17	ssRNA(+)
OM533438	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_920	29795	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-17	ssRNA(+)
OM533439	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_919	29774	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-17	ssRNA(+)
OM533440	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_917	29794	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-17	ssRNA(+)
OM533441	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_918	29766	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-17	ssRNA(+)
OM533442	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_922	29763	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-17	ssRNA(+)
OM533446	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_928	29769	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533447	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_936	29769	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533448	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_924	29697	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533449	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_933	29788	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533450	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_925	29792	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533451	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_934	29809	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533452	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_926	29787	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533453	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_927	29785	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533454	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_932	29769	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533455	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_930	29786	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533456	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.1.1	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_931	29787	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533457	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10.3	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_935	29757	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533458	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_923	29765	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533459	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2.10	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_937	29769	complete	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM533460	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	BA.2	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_929	29759	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-18	ssRNA(+)
OM341396	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		GBL-RTR-Mini-8	3813	partial	Bangladesh: Dhaka	Bangladesh	Homo sapiens	Globe Biotech Limited, Molecular and Cell Biology	Bangladesh	2022-01-17	ssRNA(+)
OM277211	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_708	29646	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277212	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	AY.131	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_713	29371	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
OM277213	Severe acute respiratory syndrome coronavirus 2	Betacoronavirus pandemicum	unclassifiable	4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6		Laila_699	29395	partial	Bangladesh	Bangladesh	Homo sapiens	Bangabandhu Sheikh Mujib Medical University, Genome research Center, Anatomy, BSMMU	Bangladesh	2022-01-06	ssRNA(+)
